70202,VINAC
70204,DIVIČANI
70206,JEZERO
70210,DOBRETIĆI
70259,BLAGAJ KOD KUPRESA
70260,MRKONJIĆ GRAD
70262,BJELAJCI
70266,PODRAŠNICA
70267,BARAĆI
70270,ŠIPOVO
70273,STROJICE
70275,PLJEVA
71425,PODGRAB
72220,ZAVIDOVIĆI
72224,ČARDAK
72225,HAJDAREVIĆI
72226,KOVAĆI
72227,VOZUĆA
72230,ŽEPČE
72233,BEGOV HAN
72236,ZELJEZNO POLJE
72238,OZIMICA
73208,ILOVAČA
73220,ROGATICA
73223,STJENICE
73225,BORIKE
73226,ŽEPA
73240,VIŠEGRAD
73245,PRELOVO
73247,DOBRUN
73260,RUDO
73263,BIJELO BRDO
73265,UVAC
73267,STRGAČINA
73287,ZABORAK
73290,PRAČA
73295,HRENOVICA
74206,BRIJESNICA KOD DOBOJA
74207,KLOKOTNICA
74210,BRESTOVO
74213,V. BUKOVICA
74214,PRNJAVOR MALI
74222,KOSTAJNICA
74253,KOSOVA
74254,NOVI ŠEHER
74255,PAKLENICA
74256,JABLANICA KOD MAGLAJA
74258,GLOBARICA
74317,PETROVO
74321,USORA-SIVŠA
74470,VUKOSAVLJE
74480,MODRICA
74483,DUGO POLJE
74484,GAREVAC
74485,MILOŠEVAC
74487,VRANJAK
74488,VRANJAK
74489,KOPRIVNA
75260,KALESIJA
75265,TOJŠIČI
75267,MEMIĆI
75268,RAINCI GORNJI
75323,ORAHOVICA DONJA
75324,STJEPAN POLJE
75326,MALEŠIĆI
75327,LUKAVICA-TUZLA
75400,ZVORNIK
75403,ZVORNIK
75404,GUSTERI
75405,CAPARDE
75411,SAPNA
75413,KOZLUK
76230,ŠAMAC
76233,DOMALJEVAC
76234,GREBNICE
76235,OBUDOVAC
76237,DONJA SLATINA
76238,GORNJA SLATINA
76239,CRKVINA
76290,ODŽAK
76292,PRUD
76293,DONJA DUBICA
76295,NOVI GRAD DOBOJ
76296,GORNJA DUBICA
76297,DONJI SVILAJ
76298,POTOČANI
77000,BIHAĆ
77101,BIHAĆ
77103,BIHAĆ
77104,BIHAĆ
77105,BIHAĆ
77106,BIHAĆ
77203,VRSTA
77204,KAMENICA
77205,BREKOVICA
77206,KULEN VAKUF
77207,VELIKA GATA
77208,IZAČIĆ
77209,POKOJ
77215,RIPAČ
77220,CAZIN
77222,GORNJA KOPRIVNA
77223,STURLIC
77224,STIJENA
77225,TRZAČKA RAŠTELA
77226,ČORALIĆI
77227,PEČIGRAD
77228,OSTROZAC KOD CAZINA
77230,VELIKA KLADUŠA
77231,VRNOGRAC
77232,PODZVIZD
77233,TODOROVO
77234,SUMATAC
77235,MALA KLADUŠA
77236,ZBORIŠTE
77240,BOSANSKA KRUPA
77241,JEZERSKI
77242,DOBRO SELO
77243,VAROŠKA RIJEKA
77244,BOSANSKA OTOKA
77245,BUŽIM
77246,ARAPUŠA
77248,PISTALINE
77249,KONJODER
77250,BOSANSKI PETROVAC
77253,KRNJEUŠA
77254,VRTOČE
77265,MARTIN BROD
78206,KRUPA NA VRBASU
78207,KOLA
78208,STRIČIĆI
78210,ILIDŽA-SLATINA
78211,VRBANJA
78212,KULJANI
78220,KOTOR VAROŠ
78221,ZABRĐE
78222,LIPLJE
78223,MASLOVARE
78224,SIPRAGE
78225,VRBANJCI
78226,KRUŠEVO BRDO
78227,GRABOVICA
78230,KNEŽEVO
78233,JAVORANI
78234,IMLJANI
78240,ČELINAC
78242,POPOVAC
78243,STARA DUBRAVA
78244,JOSAVKA
78255,ALEKSANDROVAC
78256,KRISKOVCI
78400,GRADIŠKA
78403,CEROVLJANI
78404,TURJAK
78405,GORNJI PODGRADCI
78406,ORAHOVA
78407,LAMINCI
78408,VRBASKA
78409,KOČIĆEVO
78410,MASIČI
78411,DUBRAVE
78418,NOVA TOPOLA
78420,SRBAC
78422,SITNESI
78423,KOBAS
78424,KUKULJE
78427,ČUKALI
78428,NOZIČKO
78429,RAZBOJ LIJEVČE
78430,PRNJAVOR
78432,DONJI VIJAČANI
78433,SIBOVSKA
78434,LIŠNJA
78435,POTOČANI
78436,HRVAČANI
78437,PALAČKOVCI
78438,SMRTIĆI
78439,GORNJI STRPCI
79220,NOVI GRAD
79223,DOBRLJIN
79224,KOSTAJNICA
79226,RUDICE
79227,DUBOVIK
79228,DONJI AGIĆI
79229,SVODNA
79240,KOZARSKA DUBICA
79243,DEMIROVAC
79244,JOHOVA
79246,KNEŽICA
79247,MEĐUVODE
79249,SEREFLIJE
79267,LUŠCA PALANKA
79280,KLJUČ
79283,SITNICA
79284,KRASULJE
79285,SANICA GORNJA
79287,PREVIJA
79288,GORNJI RIBNIK
79289,DONJI VRBLJANI
79290,DRINIĆ
80260,DRVAR
80270,BOSANSKO GRAHOVO
88283,KIFINO SELO
88286,ZOVI DO
88288,PRIDVORCI
88300,ČAPLJINA
88301,ČAPLJINA (VOJARNA)
88305,DOMANOVIĆI
88306,GABELA
88307,VISIĆI
88323,STUDENCI
88380,LJUBINJE
89101,REBINJE
80101,LIVNO
80202,PRILUKA
80203,LUSNIĆ
80204,LISTANI
80205,GUBER
80206,ORGUZ
80208,VIDOSI
80209,PODHUM
80211,ČELEBIĆ
80230,GLAMOĆ
80240,TOMISLAVGRAD
80243,MEŠIHOVINA
80244,KONGORA
80245,PRISOJE
80246,KAZAGINAC
80247,ROSKO POLJE
80249,ŠUICA
80320,KUPRES
88203,KRUŠEVO
88204,POLOG
88208,POTOCI
88215,DREŽNICA
88220,ŠIROKI BRIJEG
88223,LJUTI DOLAC
88224,JARE
88226,KOCERIN
88240,POSUŠJE
88242,BROĆANAC
88243,BROČANAC
88245,RAKITNO
88247,VIR
88263,BLATNICA
88265,CERIN
88266,MEĐUGORJE
88268,BILETIĆI POLJE
88269,BILETIĆI POLJE
88280,NEVESINJE
88285,MOSTAR - ODŽAK
88320,LJUBUŠKI
88324,KLOBUK
88325,RADIŠIĆI
88326,VITINA
88327,PROLOG
88340,GRUDE
88342,DUŽICE
88343,DONJI MAMIĆI
88344,DRINOVCI
88345,SOVIĆI
88347,RUZIČI
88348,TIHALJINA
88360,STOLAC
88363,BERKOVIĆI
88365,BOROJEVIĆI
88366,BURMAZI
88367,CRNIĆI
88368,HODOVO
88370,RAVNO
88375,TREBINJA
88390,NEUM
88392,GRADAC
88394,HUTOVO
88395,HRASNO-NEUM
89000,TREBINJE
89100,TREBINJE
89103,TREBINJE
89201,GRAB
89202,DUŽI
89203,HUM
89204,MOŠKO
89206,POLJICE
89208,LASTVA
89209,LJUBOMIR
89230,BILEĆA
89231,BILEĆA
89233,DIVIN
89235,PLANA
89240,GACKO
89245,AVTOVAC
89247,FOJNICA-GACKO
89249,NADINIĆI
89380,NADINIĆI
88260,ČITLUK
74411,LUPLJANICA
74412,OSINJA
74414,BOSANSKI DUBOČAC
74415,KULINA
74416,BUNAR
74417,MIŠINCI
74418,MALA SOČANICA
74451,ZBORIŠTE
74452,KLAKAR DONJI
74453,LIJEŠĆE
74454,KOLIBE GORNJE
74455,VINSKA
74456,KORAČE
74457,NOVO SELO
74458,SIJEKOVAC
78202,SARAČICA
78203,GOLEŠI
78204,BRONZANI MAJDAN
78214,ZALUŽANI
78215,DRAGOCAJ
78216,POTKOZARJE
78217,PISKAVICA
78250,LAKTAŠI
78252,TRN
78253,SLATINA ILIDZA
79000,PRIJEDOR
79100,PRIJEDOR
79101,PRIJEDOR
79102,PRIJEDOR
79103,PRIJEDOR
79104,PRIJEDOR
79202,KOZARAC
79203,OMARSKA
79204,G. LAMOVITA
79206,LJUBIJA
79208,BREZIČANI
79260,SANSKI MOST
79262,VRHPOLJE
79263,OŠTRA LUKA
79264,FAJTOVĆI
79265,TOMINA
79266,DONJI KAMENGRAD
79268,STARI  MAJDAN
79269,BUDIMLIĆ JAPRA
74203,MATUZIĆI
74265,VITKOVĆI DONJI
75000,TUZLA
75103,TUZLA
75104,TUZLA
75109,TUZLA
75214,LJUBAĆE
75216,HUSINO
75234,HUSINO
75271,ŽIVINICE GORNJE
75272,ĐURDEVIK
75275,ŠERIĆI
75276,GRAČANICA SELO
75290,BANOVIĆI
75300,LUKAVAC
75301,LUKAVAC MJESTO
75303,POLJICE KOD TUZLE
75304,PROKOSOVIĆI
75305,PURAČIĆ
75306,TURIJA
75350,SREBRENIK
75353,SLADNA
75356,ŠPIONICA
75357,TINJA
75358,DUBOKI POTOK
88000,MOSTAR
88101,MOSTAR
88102,MOSTAR
88103,MOSTAR
88104,MOSTAR
88105,MOSTAR AVENIJA
88106,MOSTAR RODOČ
88107,MOSTAR BALINOVAC
88108,MOSTAR
88109,MOSTAR CIM
88110,MOSTAR
88113,VRAPČIĆI
88201,BLAGAJ
88202,BUNA
88206,PODVELEŽ
88207,GNOJNICE
78000,BANJA LUKA
78101,BANJA LUKA
78102,BANJA LUKA
78103,BANJA LUKA
78104,BANJA LUKA
78106,BANJA LUKA
78107,BANJA LUKA
78109,BANJA LUKA
78110,BANJA LUKA
78111,BANJA LUKA
78112,BANJA LUKA
78113,BANJA LUKA
78114,BANJA LUKA
78115,BANJA LUKA
78116,BANJA LUKA
78117,BANJA LUKA
78118,BANJA LUKA
70220,DONJI VAKUF
70223,PRUSAC
70224,TORLAKOVAC
70225,OBORCI
70230,BUGOJNO
70233,GRAĆANICA KOD BUGOJNA
70234,VESELA
70235,KARADŽE
70237,DRVETINE
70240,GORNJI VAKUF
70243,PAJIĆ POLJE
70246,VOLJEVAC
70247,VOLJICE
71123,I.SARAJEVO
71124,SARAJEVO
71125,SARAJEVO
71126,LUKAVICA
71140,SARAJEVO
71141,SARAJEVO
71142,SARAJEVO
71144,HRESA
71160,SARAJEVO
71161,SARAJEVO
71162,SARAJEVO
71163,SARAJEVO
71166,SARAJEVO
71167,SARAJEVO
71210,ILIDŽA
71211,SARAJEVO
71212,HRASNICA
71213,KASINDO
71214,VOJKOVIĆI
71215,BLAŽUJ
71216,KULA
71217,RAKOVICA
71218,SOKOLOVIĆ KOLONIJA
71219,SARAJEVO
71220,TRNOVO
71221,DEJČIĆI
71222,KIJEVO KOD SARAJEVA
71223,DELIJAŠ
71230,KALINOVIK
71232,DOBRO POLJE
71233,ULOG
71240,HADŽIĆI
71243,PAZARIĆ
71244,TARČIN
71250,KISELJAK
71253,BILALOVAC
71254,LEPENICA
71255,BRESTOVSKO
71260,KREŠEVO
71270,FOJNICA
71275,GOJEVIĆI
71300,VISOKO
71305,DONJE MOSTRE
71320,VOGOŠĆA
71321,SEMIZOVAC
71322,HOTONJ
71323,KOBILJA GLAVA
71330,VAREŠ
71333,VAREŠ MAJDAN
71335,PRZIĆI
71340,OLOVO
71347,CAREVA ČUPRIJA
71350,SOKOLAC
71355,KALJINA
71356,KNEŽINA
71357,SOKOLOVIĆI
71360,HAN PIJESAK
71370,BREZA
71373,ZUPČA
71380,ILIJAŠ
71383,NISIĆI
71385,SREDNJE
71387,PODLUGOVI
71420,PALE
71423,JAHORINA
71428,MOKRO
72000,ZENICA
72101,ZENICA
72102,ZENICA
72103,ZENICA
72104,ZENICA
72105,ZENICA
72106,ZENICA
72108,ZENICA
72109,ZENICA
72112,ZENICA
72207,PUHOVAC
72209,STRANJANI
72212,NEMILA
72213,TOPCIC POLJE
72215,JANJIĆI
72216,LAŠVA
72240,KAKANJ
72243,BRNJIĆ
72244,KRALJEVA SUTJESKA
72245,HALJINIĆI
72246,ČATIĆI
72248,BILJEŠEVO
72250,VITEZ
72251,STARI VITEZ
72252,POČULICA
72253,KRUŠČICA
72254,PREOČICA
72256,BILA
72260,BUSOVAČA
72264,KAČUNI
72265,KAONIK
72270,TRAVNIK
72273,TRAVNIK
72274,TRAVNIK
72276,NOVA BILA
72277,GUČA GORA
72278,DOLAC NA LAŠVI
72281,HAN BILA
72282,MEHURIĆI
72283,TURBE
72284,KARAULA
72285,GOLEŠ
72286,BABANOVAC
72290,NOVI TRAVNIK
72293,BUČIĆI/OPARA
72295,BUČIĆI
73000,GORAŽDE
73101,GORAŽDE
73110,NOVO GORAZDE
73202,USTIPRAČA
73205,VITKOVIĆI
73206,MRAVINJAC
73207,BERIČ
73228,MESIĆI
73242,MEĐEĐA
73244,DRINSKO
73249,VARDIŠTE
73250,USTIKOLINA
73255,JABUKA KOD FOČE
73280,ČAJNICE
73283,MILJENO
73285,MEĐURJEČJE
73300,FOČA
73302,FOČA
73303,GODIJENO
73305,ZAVAJT
73307,ČELEBIĆI
73309,BROD-FOČA
73311,TJENTIŠTE
73313,MILJEVINA
73314,KOZJA LUKA
73319,JOŠANICA
75280,KLADANJ
75283,STUPARI
75420,BRATUNAC
75422,KRAVICA
75423,FAKOVIĆI
75430,SREBRENICA
75433,POTOČARI
75440,VLASENICA
75445,NOVA KASABA
75446,MILIĆI
75450,ŠEKOVIĆI
75453,PAPRACA
75455,TIŠČA
88400,KONJIC
88402,POLJE BIJELA
88403,PODORAŠAC
88404,ČELEBIĆI
88405,BORAČKO JEZERO
88406,GLAVATIČEVO
88407,BJELIMIĆI
88408,BRADINA
88409,BUTUROVIĆ POLJE
88420,JABLANICA
88422,GLOGOSNICA
88423,OSTROŽAC
88440,PROZOR-RAMA
88443,GRAČAC (KOD PROZORA)
88444,UZDOL
88445,ŠĆIT
88446,ŠČIPE
89243,ČEMERNO
71000,SARAJEVO
71101,SARAJEVO
71103,SARAJEVO
71104,SARAJEVO
71106,SARAJEVO
71107,SARAJEVO
71108,SARAJEVO
71120,SARAJEVO
71122,SARAJEVO
70101,JAJCE
70280,SKOPLJE
74000,DOBOJ
74100,DOBOJ
74101,DOBOJ
74102,DOBOJ
74208,STANARI
74209,DRAGALOVCI
74211,CEROVICA
74212,SJENINA
74215,KOTORSKO
74216,MAJEVAC
74217,PODNOVLJE
74218,FOČA KOD DOBOJA
74221,BOSANSKO SUHO POLJE
74223,GRABSKA
74225,OSJEČANI
74230,USORA
74250,MAGLAJ
74260,TEŠANJ
74261,SKUGRIĆ
74264,JELAH
74266,TEŠANJKA
74268,KALOŠEVIĆ
74270,TESLIĆ
74271,SLATINA
74272,GORNJI TESLIĆ
74273,BANJA VRUČICA
74274,CECAVA
74275,BLATNICA
74276,PRIBINIĆ
74277,BULETIĆ
74278,UGODNOVIĆI
74279,ŠNJEGOTINA GORNJA
74322,BOLJANIĆ
74323,SOČKOVAC
74400,DERVENTA
74413,KALENDEROVCI
74450,BROD
74459,BRUSNICA VELIKA
75101,TUZLA
75105,TUZLA
75106,TUZLA
75107,TUZLA
75108,TUZLA
75203,BUKINJE
75206,DOKANJ
75207,SIMIN HAN
75208,GORNJA TUZLA
75210,GORNJA TUZLA
75211,KISELJAK KOD TUZLE
75212,MRAMOR
75213,LIPNICA
75240,LOPARE
75245,ŠIBOSNICA
75246,ČELIĆ
75247,KORAJ
75248,VRAŽIČI
75249,PRIBOJ
75270,ŽIVINICE
75273,DUBRAVE GORNJE
75274,DUBRAVE DONJE
75308,DUBOSTICA
75320,GRAČANICA
75328,DOBOROVCI
75329,MIRIĆINA
75355,PODORAŠJE
75406,OSMACI
75410,DRINJAČA
75412,PILICA
75414,TEOČAK
75436,SKELANI
75444,TUZLANSKA DERVENTA
75513,LIPNICA
76000,BRČKO
76100,BRČKO
76101,BRČKO
76105,BRČKO NOVO
76106,BRČKO
76109,DONJI BREZIK
76120,BRČKO
76202,BIJELA
76204,BIJELA
76205,DONJI HRGOVI
76206,BRKA
76207,GORNJI RAHIĆI
76208,MAOČA
76209,SATOROVIČI
76210,BOČE
76212,KREPŠIĆ
76214,GORNJI ZOVIK
76216,BREZOVO POLJE
76218,RAŽLJEVO
76236,KORNICA
76250,GRADAČAC
76256,PELAGIĆEVO
76257,MEĐIĐA DONJA
76258,SRNICE
76259,ZELINJA
76270,ORAŠJE
76271,MATIĆI
76272,TOLISA
76273,DONJI ZABAR
76274,DONJA MAHALA
76275,VIDOVICE
76276,KOSTRC
76277,BOK
76278,LONČARI
76279,OŠTRA LUKA
76300,BIJELJINA
76310,TRNJACI
76311,DVOROVI
76312,BATKOVIC
76313,BRODAC
76315,PATKOVAČA
76316,JANJA
76318,GLAVIČICE
76321,BIJELJINSKO SUHO POLJE
76322,BIJELJINSKO SUHO POLJE
76323,DRAGALJEVAC
76325,VRŠANI
76328,CRNJELOVO
76329,VELIKA OBARSKA
76330,UGLJEVIK
76333,ZABRĐE
76335,TRNOVA DONJA
78443,KULAŠI